# mass1 mass2 srcmass1 srcmass2 distance redshift
4.198961542559321458e+01 2.943302715259109803e+01 3.746527049319646352e+01 2.626164380236980378e+01 5.818714754469519903e+02 1.207610374311418877e-01
3.657171127296660273e+01 3.197764362501183655e+01 3.431549500891881621e+01 3.000484888499629221e+01 3.053302999552528263e+02 6.574919765725016629e-02
4.111377947869058147e+01 3.196976795390764536e+01 3.828395287890844401e+01 2.976931591831406365e+01 3.452087136854784148e+02 7.391678201916175583e-02
3.502350190173961408e+01 3.396802545819630836e+01 3.144347712072966061e+01 3.049588914117429184e+01 5.461513871807204623e+02 1.138558807368589554e-01
4.024219254042900928e+01 3.267117211077562189e+01 3.686016255039146472e+01 2.992542500026931407e+01 4.337403510396938486e+02 9.175298631453340792e-02
4.092728447717754392e+01 3.541639397420080826e+01 3.734683303934362897e+01 3.231805309115171099e+01 4.544554572147628733e+02 9.587028260366893540e-02
3.670307813462486024e+01 3.631305359050593040e+01 3.369049447823196886e+01 3.333248309559488831e+01 4.220455998288779824e+02 8.941939567967391311e-02
3.620231927207826317e+01 3.530132403062960122e+01 3.326845855198943269e+01 3.244048058128540646e+01 4.158852525769869430e+02 8.818745586015100391e-02
3.680980563291902996e+01 3.354457993051588005e+01 3.325646978870028647e+01 3.030644389048836729e+01 5.101832011801535600e+02 1.068464532403881895e-01
3.648604172475367591e+01 3.231667162135760663e+01 3.404509977894336004e+01 3.015466347850027873e+01 3.343305968312780578e+02 7.169730626902214021e-02
3.703763202147172962e+01 3.262465369615006239e+01 3.320457033692089510e+01 2.924829556445426704e+01 5.543093889673624517e+02 1.154377739467019048e-01
3.747710142195531091e+01 3.567035472965703491e+01 3.340242659872993869e+01 3.179211733034461673e+01 5.882449466205544013e+02 1.219873894844605566e-01
4.362283555074861141e+01 3.192094290752112329e+01 3.949151753260746034e+01 2.889785729364626121e+01 4.987834506563040691e+02 1.046127947534555153e-01
4.508806630847590213e+01 3.052456003986102573e+01 4.186026861308513958e+01 2.833934535632604579e+01 3.609078017601717647e+02 7.710886246873689676e-02
