# mass1 mass2 srcmass1 srcmass2 distance redshift
8.798839581252316577e+01 6.847582519403674439e+01 6.179177798947486622e+01 4.808864792866000215e+01 2.398006199999999808e+03 4.239498955267224090e-01
9.178485059348996344e+01 5.047745369248899294e+01 6.368037336776426116e+01 3.502128158412799763e+01 2.514974600000000009e+03 4.413365647751134047e-01
9.991575182828205470e+01 4.663976436610426646e+01 7.007654752817370536e+01 3.271109514264787776e+01 2.410453199999999924e+03 4.258087099412501408e-01
1.112079669258353789e+02 4.959834763656517254e+01 6.786255039840354186e+01 3.026644996044791114e+01 3.921119700000000194e+03 6.387236594110017318e-01
9.897314603036721792e+01 5.365674877510481622e+01 6.192593383010289898e+01 3.357218000492883192e+01 3.621902900000000045e+03 5.982503598880771767e-01
1.002073526732818323e+02 3.834159806332241516e+01 6.937316812947956635e+01 2.654374212910420994e+01 2.536172700000000077e+03 4.444684504858229523e-01
8.045955862134749736e+01 7.092200454496862960e+01 5.402419607970069393e+01 4.762024979448788287e+01 2.843964599999999791e+03 4.893244964283651188e-01
9.174694982790997244e+01 6.493250478029349892e+01 5.931623397436871414e+01 4.198016013953674985e+01 3.248879699999999957e+03 5.467426652129494524e-01
9.083105209457743001e+01 6.104944405967408727e+01 6.484334318645085204e+01 4.358256302460917908e+01 2.244023099999999886e+03 4.007768204270620305e-01
1.007520048842336848e+02 5.675151145318955770e+01 6.367138666834166827e+01 3.586476947928515813e+01 3.505982199999999921e+03 5.823749121256225347e-01
9.492975747173568379e+01 6.273947366575102791e+01 6.148039360063251735e+01 4.063264921344970304e+01 3.229739099999999780e+03 5.440655453246647788e-01
9.352871193463474242e+01 7.504920735991736080e+01 5.953491410956431196e+01 4.777194106218619396e+01 3.423361300000000028e+03 5.709892813905866893e-01
9.427782993213978102e+01 5.851246994475980046e+01 5.523513189403470847e+01 3.428106053322260038e+01 4.436107100000000173e+03 7.068453844376827444e-01
7.953576125965628307e+01 6.856427550402503357e+01 4.602056951704699372e+01 3.967230535353503029e+01 4.600835699999999633e+03 7.282654711649005908e-01
9.216548681908793128e+01 5.622348727061356755e+01 6.747367480644770410e+01 4.116080137490422430e+01 2.016829799999999977e+03 3.659473429225572061e-01
1.066223763034213334e+02 6.307844251581143169e+01 7.454080280595026409e+01 4.409878965271844464e+01 2.441186299999999846e+03 4.303894282033428054e-01
8.929256056652147322e+01 5.664283356810119585e+01 5.870055808918242235e+01 3.723676329925797290e+01 3.066957100000000082e+03 5.211535200544654689e-01
1.076077528031433985e+02 4.991379744057918089e+01 7.497673196611937385e+01 3.477791622467707100e+01 2.473655600000000049e+03 4.352152992180214341e-01
9.022954575638638630e+01 4.746070509361118894e+01 6.707501755439292879e+01 3.528143249100326528e+01 1.884021799999999985e+03 3.452034609341224081e-01
9.097920829439259194e+01 5.819254380717310227e+01 5.586523985482109111e+01 3.573278420966735780e+01 3.845400599999999940e+03 6.285477074979606282e-01
9.096525146453696209e+01 4.339336320409748282e+01 6.712863459146025491e+01 3.202252701250425559e+01 1.947071799999999939e+03 3.550886595287471303e-01
9.970416851265972014e+01 6.590881547215587943e+01 6.686717573238757950e+01 4.420212727545655440e+01 2.856151699999999892e+03 4.910779081157949366e-01
1.002386626551100335e+02 5.837348792386222129e+01 7.077502442106704450e+01 4.121548436424194506e+01 2.346928600000000188e+03 4.162999373727206964e-01
1.065566097845356950e+02 4.609558573498105005e+01 6.690682911981117797e+01 2.894338966099099864e+01 3.580636199999999917e+03 5.926118631884795818e-01
7.445975780199749749e+01 6.240249112588012537e+01 5.316279979344207618e+01 4.455414898285116720e+01 2.242849299999999857e+03 4.005988791279295191e-01
9.997406176650785881e+01 5.996039141806652850e+01 7.321543422450322680e+01 4.391165084597586343e+01 2.013803699999999935e+03 3.654779600152837093e-01
9.057262222661877615e+01 5.881336951841345240e+01 7.063836094658897480e+01 4.586904875219374134e+01 1.492720700000000079e+03 2.822016396317928444e-01
9.383585751512346462e+01 6.485734111005318425e+01 6.345972146706582606e+01 4.386200447174586259e+01 2.770144499999999880e+03 4.786679699472390914e-01
7.817494250017107049e+01 6.357824438784799526e+01 5.484885516181375209e+01 4.460756613749785515e+01 2.406907299999999850e+03 4.252793840371192347e-01
1.118111951188189579e+02 6.219109041010241157e+01 7.906367906072391349e+01 4.397642299946413402e+01 2.332893999999999778e+03 4.141916547159879558e-01
1.011703570937730490e+02 4.809951701447645434e+01 7.624827871809353041e+01 3.625079010175021210e+01 1.768153399999999920e+03 3.268543079880118496e-01
9.614208859328310552e+01 5.540009751606681476e+01 5.601305197562923155e+01 3.227648355705865413e+01 4.509601999999999862e+03 7.164229621894848687e-01
8.265689304134373572e+01 7.063397605713828398e+01 5.185625339396133882e+01 4.431346528848933275e+01 3.590507399999999961e+03 5.939619164806290152e-01
9.574092972905312138e+01 6.843688939354301226e+01 6.899867748807766077e+01 4.932117196809906545e+01 2.157306599999999889e+03 3.875763016703656638e-01
8.416035939522861042e+01 8.316456388193689975e+01 5.608725066786707458e+01 5.542361955971504273e+01 2.922015199999999822e+03 5.005256701492213356e-01
1.087513740278609333e+02 5.724407599548042214e+01 6.764719277133670516e+01 3.560783556528899396e+01 3.690748900000000049e+03 6.076258241116663239e-01
9.683324419480537415e+01 5.818797308312718286e+01 6.127566615568949260e+01 3.682110253112039544e+01 3.490811099999999897e+03 5.802887225864019616e-01
1.041307864573564217e+02 6.083576473329788570e+01 7.672631479057828585e+01 4.482539884939878050e+01 1.960413600000000088e+03 3.571717440304236768e-01
1.046578744228972795e+02 5.215853437920654301e+01 7.098999058868020029e+01 3.537941015061483796e+01 2.739751600000000053e+03 4.742624073482499814e-01
9.510841635660838733e+01 5.738130064032684174e+01 6.907740317051708701e+01 4.167613541075532169e+01 2.087313000000000102e+03 3.768383290529019325e-01
9.302024460506818571e+01 6.269971383030583212e+01 5.631944213694431056e+01 3.796176757071738450e+01 4.017799399999999878e+03 6.516542258867469295e-01
1.002330626586317948e+02 6.353963413829985996e+01 6.767610592706471095e+01 4.290116351283818830e+01 2.786747800000000097e+03 4.810701840122729722e-01
9.586501948470024104e+01 5.779623078505348133e+01 6.372935177180882249e+01 3.842190136281321600e+01 2.948085000000000036e+03 5.042522294586853082e-01
9.106144801719008797e+01 5.591563966445219336e+01 6.231311450835372767e+01 3.826292830925675759e+01 2.651119200000000092e+03 4.613528586343143001e-01
1.008202069612096494e+02 5.696370696489892538e+01 6.986995607797423702e+01 3.947672618057012528e+01 2.526021400000000085e+03 4.429693765471272027e-01
1.042499162238677712e+02 6.546620803175969172e+01 6.222099843692114973e+01 3.907315204808467257e+01 4.197259100000000217e+03 6.754780354345325533e-01
1.009501656364477782e+02 5.564668734162594887e+01 7.065415729069292183e+01 3.894664040770758362e+01 2.430465900000000147e+03 4.287930039432466534e-01
9.480897439502824398e+01 5.780472085307130925e+01 6.089197571993926061e+01 3.712563795930761756e+01 3.322466499999999996e+03 5.570027622536602996e-01
9.084893403317818183e+01 5.660476836510578380e+01 7.092624915364942240e+01 4.419164569263858766e+01 1.484791899999999941e+03 2.808929714634946229e-01
8.801288371287462553e+01 4.849382920241247774e+01 6.830535921769435959e+01 3.763526751740507592e+01 1.531124000000000024e+03 2.885209114027333932e-01
1.000548578392200767e+02 5.229652287717268422e+01 6.809934983174291290e+01 3.559406592850434237e+01 2.705250900000000001e+03 4.692483567968199210e-01
8.853527006471649941e+01 4.823485872085685600e+01 6.012803019721358311e+01 3.275832376866313211e+01 2.727241300000000138e+03 4.724458754815379913e-01
8.671316636789748600e+01 7.642805303391563143e+01 6.057479864720157536e+01 5.338997660268850609e+01 2.448688099999999849e+03 4.315056476362459925e-01
7.868540265091071717e+01 7.286469097701471753e+01 5.848821099625708797e+01 5.416157605430237965e+01 1.884767200000000003e+03 3.453207289234088151e-01
9.466349340817902203e+01 5.414036156209880346e+01 7.156271418703023812e+01 4.092846229268990754e+01 1.742788500000000113e+03 3.228046823486117600e-01
9.866411141835263265e+01 5.625890218813529486e+01 5.910992125583953793e+01 3.370485205284160912e+01 4.149525300000000243e+03 6.691633032518292667e-01
1.007049773335693459e+02 6.723411193229449623e+01 7.580852424524542243e+01 5.061238222261996356e+01 1.777932099999999991e+03 3.284123169022827859e-01
8.363462518215490604e+01 7.630971847341727710e+01 5.498310940226889443e+01 5.016756624594147951e+01 3.066555600000000140e+03 5.210966802598417935e-01
9.297788457644979587e+01 6.896293062558648046e+01 6.210824468827060230e+01 4.606650914059439827e+01 2.897604800000000068e+03 4.970296623760330768e-01
1.072868143608176297e+02 6.724719988892057643e+01 5.835983215327821227e+01 3.657984740880365848e+01 5.467086000000000240e+03 8.383674250302153297e-01
8.499289203914047164e+01 6.269260023267931814e+01 6.098026873016340232e+01 4.498036856800845129e+01 2.197948100000000068e+03 3.937769348841752004e-01
1.012743362791741646e+02 6.102394220557164317e+01 6.714881296568118785e+01 4.046124054859007657e+01 2.975809799999999996e+03 5.082073949830511195e-01
8.714264939515879860e+01 5.952228123538914417e+01 6.259758775266058706e+01 4.275691924369939301e+01 2.186998099999999795e+03 3.921087460986860673e-01
8.997232210053408608e+01 6.705990614147384576e+01 6.269178409906502480e+01 4.672664947812753411e+01 2.473237999999999829e+03 4.351533202239161735e-01
8.654268996309988893e+01 5.091280579146966545e+01 6.507376722627354582e+01 3.828270272536253316e+01 1.787384800000000041e+03 3.299167030268113643e-01
9.963265318251919211e+01 5.703876794094234981e+01 7.178585093049606769e+01 4.109673246547698966e+01 2.159521799999999985e+03 3.879149148623276533e-01
9.970506650349338429e+01 5.880907168748242242e+01 6.964691495988490999e+01 4.107986242147840983e+01 2.449181799999999839e+03 4.315790808669890954e-01
8.873905059356837910e+01 6.507291395714881332e+01 5.430510597774834025e+01 3.982228190505327348e+01 3.886548499999999876e+03 6.340830018806969948e-01
9.964761808607980242e+01 5.615719578663955502e+01 6.956553609682477202e+01 3.920420282617533303e+01 2.454890400000000227e+03 4.324279474736641427e-01
9.669330047672534079e+01 4.742786976386462783e+01 7.237702776649886971e+01 3.550078681647019607e+01 1.825503999999999905e+03 3.359667212181616236e-01
1.070813285593129791e+02 4.725788541343994353e+01 7.362570919280106807e+01 3.249301605918520863e+01 2.603659099999999853e+03 4.544013189591539770e-01
8.909945219394407445e+01 4.943588158905942720e+01 6.580660690022422443e+01 3.651209459083947451e+01 1.939845000000000027e+03 3.539590687153403303e-01
1.028876436177112197e+02 4.827648173295457923e+01 6.421109374978189521e+01 3.012884332332751569e+01 3.651857700000000023e+03 6.023343881766644037e-01
9.797855603048186879e+01 6.069480214724168832e+01 6.962395899877583361e+01 4.312997238726078564e+01 2.286836400000000140e+03 4.072534432034319862e-01
9.700032449396405809e+01 5.480253586909780950e+01 6.895807537807786503e+01 3.895943048733016667e+01 2.282882999999999811e+03 4.066564932698364943e-01
1.089009301565401699e+02 5.471414909502907875e+01 7.311673039970095545e+01 3.673540421261523647e+01 2.844572000000000116e+03 4.894119247567664255e-01
1.042090452543234562e+02 6.397941644787716342e+01 7.475487865128867782e+01 4.589595366763894901e+01 2.199478599999999915e+03 3.940099580715062388e-01
1.001928655930595369e+02 4.926408272000890065e+01 7.182316441473965085e+01 3.531491281336937504e+01 2.205942700000000059e+03 3.949937517999111414e-01
7.410445683738264222e+01 6.710744776296071734e+01 5.044551685576913513e+01 4.568240604884040579e+01 2.703543500000000222e+03 4.689998528364324737e-01
9.539488266923662252e+01 5.917639589673165545e+01 6.650139191934009375e+01 4.125287002603189279e+01 2.468698899999999867e+03 4.344794885638124105e-01
9.095849648178801772e+01 5.628717710162709409e+01 6.600969162419126235e+01 4.084829176588877431e+01 2.094579799999999977e+03 3.779566945962448132e-01
