# mass1 mass2 srcmass1 srcmass2 distance redshift
3.201953100000000063e+01 2.805945399999999879e+01 2.868988786894832188e+01 2.514161087880748013e+01 5.575034200000000055e+02 1.160563312851224799e-01
3.109314699999999831e+01 2.854992899999999878e+01 2.714038858123680598e+01 2.492048061351658816e+01 7.129013700000000426e+02 1.456411873740041663e-01
3.199874297924495536e+01 2.886061152334908542e+01 2.824382630306318376e+01 2.547394125432889922e+01 6.455937808110356855e+02 1.329464583123617094e-01
3.496657199999999932e+01 2.853721200000000024e+01 3.122572653417081412e+01 2.548420182452137084e+01 5.768836599999999635e+02 1.198001097503852558e-01
4.203707115800347083e+01 2.229803860831652784e+01 3.922463978169158594e+01 2.080621956182466903e+01 3.343468622318375765e+02 7.170062980730303182e-02
3.325454700000000230e+01 2.978524799999999928e+01 2.891198488212653572e+01 2.589572607578715591e+01 7.372957999999999856e+02 1.501993770257555594e-01
4.350003099999999989e+01 2.336764900000000011e+01 3.870963056830567695e+01 2.079430840037418804e+01 5.974322499999999536e+02 1.237521609316664661e-01
3.056160738472637917e+01 3.032490743098730235e+01 2.712559920499567667e+01 2.691551116884820871e+01 6.126643111651629852e+02 1.266703144053643315e-01
3.030136500000000055e+01 2.885276599999999902e+01 2.705471649915595833e+01 2.576132805721742258e+01 5.779365900000000238e+02 1.200030501500663621e-01
3.239122799999999813e+01 3.002928500000000156e+01 2.883671500070640903e+01 2.673396430724973172e+01 5.948862100000000055e+02 1.232634507504239973e-01
3.320189700000000244e+01 2.914363699999999824e+01 2.932546838399439437e+01 2.574102333484466598e+01 6.415937500000000000e+02 1.321864178006218471e-01
3.446650300000000300e+01 2.613098700000000107e+01 3.006513706953280263e+01 2.279406489011025272e+01 7.169238599999999906e+02 1.463943410697908787e-01
3.276457200000000114e+01 2.982123199999999841e+01 2.896194806856589921e+01 2.636020920781921362e+01 6.369183799999999565e+02 1.312972429351638715e-01
3.397762081065684470e+01 2.763842998218556346e+01 3.144339184754388583e+01 2.557701108101706211e+01 3.781333640991726384e+02 8.059655190509978917e-02
3.734160628631452994e+01 2.713930964565872728e+01 3.431248119917514572e+01 2.493778775436725681e+01 4.163505019739097293e+02 8.828056092930404442e-02
3.647419781434529540e+01 2.709724421732991928e+01 3.349526605931681189e+01 2.488414986269496865e+01 4.196267746870728388e+02 8.893590365137235554e-02
3.338823699999999661e+01 2.835142099999999843e+01 2.912007721257744564e+01 2.472713874069750162e+01 7.178680200000000013e+02 1.465710326337686664e-01
3.469082300000000174e+01 2.983501199999999898e+01 3.149999970904418234e+01 2.709082080062873032e+01 4.819112900000000081e+02 1.012959784263007118e-01
3.234235000000000326e+01 3.031912399999999863e+01 2.834856972303084888e+01 2.657518085900430549e+01 6.875544599999999491e+02 1.408811913965642149e-01
3.611430632357750881e+01 2.734318277214588022e+01 3.189013695912873914e+01 2.414494233087190622e+01 6.430335039929632330e+02 1.324600571600735854e-01
3.516737921745938422e+01 2.812480704730549874e+01 3.107056482938317288e+01 2.484841521097370176e+01 6.398514406926479978e+02 1.318551629354961230e-01
3.348311999999999955e+01 2.886796400000000062e+01 2.996199529072427481e+01 2.583217458291813529e+01 5.650688499999999976e+02 1.175197003774246379e-01
3.319005200000000144e+01 2.864717299999999867e+01 2.913721521322613484e+01 2.514906710455051098e+01 6.780760299999999461e+02 1.390948571136674250e-01
3.605022144817737484e+01 2.773973309363350737e+01 3.198116599535409676e+01 2.460869789689358811e+01 6.156064652836322466e+02 1.272328674137267468e-01
3.049111956599569240e+01 3.048613686509546383e+01 2.668216471805290624e+01 2.667780445683412793e+01 6.975053823434012656e+02 1.427528421397414593e-01
3.228818532458769397e+01 3.021536474751803780e+01 2.818229452038404403e+01 2.637306184274562071e+01 7.131643054971964375e+02 1.456904369952521372e-01
3.756532700000000347e+01 2.402288100000000171e+01 3.340044734768085988e+01 2.135945660688919290e+01 6.023498499999999467e+02 1.246953254537270239e-01
3.184976850010571781e+01 3.160564612694661335e+01 2.902095730147513564e+01 2.879851722415521209e+01 4.625560599393559187e+02 9.747477208433753815e-02
3.824810215472807329e+01 2.860745875701687879e+01 3.450768433829246362e+01 2.580983371447694452e+01 5.180977100084123776e+02 1.083937646979385716e-01
3.245783200000000335e+01 3.082117799999999974e+01 2.770205613741458706e+01 2.630520742042313387e+01 8.538216099999999642e+02 1.716759160040194077e-01
3.497998400000000174e+01 2.908591499999999996e+01 3.054687627788407767e+01 2.539977854003743118e+01 7.101450200000000450e+02 1.451247480033004411e-01
4.201864199999999983e+01 2.522514299999999920e+01 3.693853720722890444e+01 2.217539260938442069e+01 6.697804899999999861e+02 1.375285860474439181e-01
3.240166099999999716e+01 2.952430299999999974e+01 2.860058772208047628e+01 2.606077564618628273e+01 6.453593299999999999e+02 1.329019289692771610e-01
3.513071654402663313e+01 2.792590584677732579e+01 3.108511894898827421e+01 2.471000282380867574e+01 6.308708438768115911e+02 1.301457974691144215e-01
3.869515599999999722e+01 2.528610400000000169e+01 3.416530212202165728e+01 2.232598267981812512e+01 6.436983199999999670e+02 1.325863843322659108e-01
3.778607484799942995e+01 2.567590923053868934e+01 3.338260052032686787e+01 2.268371680009591529e+01 6.401359576328434287e+02 1.319092658761339132e-01
3.530933612283407541e+01 2.645266191659486310e+01 3.144298831634896629e+01 2.355611379059430988e+01 5.933255611562609602e+02 1.229637516506272565e-01
3.266203377844304612e+01 2.723149943397568862e+01 2.989026771248078163e+01 2.492057946590619366e+01 4.386535371717367866e+02 9.273138978293281320e-02
4.088606599999999958e+01 2.530237800000000092e+01 3.589311630385421381e+01 2.221248667744366401e+01 6.781353699999999662e+02 1.391060518088710896e-01
4.592252700000000232e+01 2.083209000000000088e+01 4.083408572527377345e+01 1.852379223156901844e+01 6.019182700000000068e+02 1.246125922583542489e-01
3.797164036919575381e+01 2.604930313406796216e+01 3.356555869778377854e+01 2.302664317057631038e+01 6.367643727934137132e+02 1.312679378014612874e-01
3.424545299999999770e+01 2.889316000000000173e+01 3.025366932943552456e+01 2.552526049290320387e+01 6.403175099999999702e+02 1.319437859618778630e-01
3.560637700000000194e+01 2.580516599999999983e+01 3.256683135229113191e+01 2.360230273189201711e+01 4.416752900000000182e+02 9.333255712932703174e-02
3.327673097593538643e+01 2.722898174057448628e+01 2.994816059520756113e+01 2.450534935659427660e+01 5.322027604554249365e+02 1.111444013446513529e-01
3.495267389373880462e+01 2.795920216234968336e+01 3.094638026037718959e+01 2.475450389069736445e+01 6.272684433903149284e+02 1.294592000632511786e-01
3.155135694247515588e+01 2.890031627476771448e+01 2.789685309379387235e+01 2.555287491917701814e+01 6.353595091214988315e+02 1.310005768892366362e-01
3.133670359794271931e+01 2.927678086694012904e+01 2.761681979212118776e+01 2.580142415964861868e+01 6.548159358263275180e+02 1.346963131099830346e-01
3.658109300000000275e+01 2.516592800000000096e+01 3.263489933066622939e+01 2.245114783319335316e+01 5.826941900000000487e+02 1.209194374816295187e-01
3.827865415782653713e+01 2.343083849272287367e+01 3.449903950451110290e+01 2.111728953299656908e+01 5.240576531315630291e+02 1.095570980409818623e-01
3.162771000000000043e+01 3.132290300000000016e+01 2.792055869756510589e+01 2.765147877572034574e+01 6.446909500000000435e+02 1.327749685309193850e-01
3.206593699999999814e+01 2.990795299999999912e+01 2.801169123355188262e+01 2.612655120178093782e+01 7.080608499999999594e+02 1.447340588129864825e-01
3.195932799999999929e+01 3.149996000000000151e+01 2.771752240745823315e+01 2.731912407964391676e+01 7.525420199999999795e+02 1.530369681021843120e-01
3.462553371233273936e+01 2.957628385072797172e+01 3.159081492905045607e+01 2.698410130454171707e+01 4.554292520372758304e+02 9.606332695430401525e-02
3.043019415567874120e+01 3.023165590030102479e+01 2.724526273637346918e+01 2.706750419486322201e+01 5.618559697576364442e+02 1.168985393946398998e-01
3.359928099999999773e+01 2.836964199999999892e+01 2.964572341016372903e+01 2.503144516626305816e+01 6.477723300000000108e+02 1.333601320884222896e-01
3.557552903148423695e+01 2.513863621843606211e+01 3.180187152829977748e+01 2.247206720967807669e+01 5.709806177783549401e+02 1.186614913473367505e-01
3.262635399999999919e+01 2.979762600000000106e+01 2.865732604941350203e+01 2.617271558386453734e+01 6.749216099999999869e+02 1.384995914741922740e-01
3.338882380526258231e+01 3.143389805256514080e+01 2.973190860180733353e+01 2.799109634254593715e+01 5.934951032873555050e+02 1.229963152527974168e-01
3.462579300000000160e+01 2.378209700000000026e+01 3.081645048646916862e+01 2.116571928518451173e+01 5.967119500000000016e+02 1.236139287100386924e-01
3.739476237186009655e+01 2.631579791444506355e+01 3.304834397636870591e+01 2.325709501348881503e+01 6.380733462561955776e+02 1.315169800519902510e-01
3.163607802197346430e+01 2.961377287477659337e+01 2.819617598456372676e+01 2.639376318910764141e+01 5.883047310698868841e+02 1.219988852138298441e-01
3.229602799999999974e+01 3.059561899999999923e+01 2.893487322813412632e+01 2.741143143365158608e+01 5.580532200000000103e+02 1.161627612937918830e-01
3.495975822239551434e+01 2.847522428981792331e+01 3.053586404602554794e+01 2.487189905784146760e+01 7.088145157061502459e+02 1.448753560633489756e-01
3.841390200000000021e+01 2.559992400000000146e+01 3.421478008917852520e+01 2.280153080933261123e+01 5.920998600000000351e+02 1.227283033787369138e-01
4.068490076227139696e+01 2.361047046063453436e+01 3.631635365489649558e+01 2.107529277795442013e+01 5.794333770383867659e+02 1.202914573662297038e-01
3.558325200000000166e+01 2.758215500000000020e+01 3.175716999360542303e+01 2.461638933746060687e+01 5.804085800000000290e+02 1.204793124565253781e-01
3.583262599999999765e+01 2.645116200000000006e+01 3.178309638377739788e+01 2.346185376725976468e+01 6.165407099999999900e+02 1.274114254736220808e-01
3.113648976725921358e+01 2.971015425914502117e+01 2.761896362040457120e+01 2.635376292490032668e+01 6.162668824652442936e+02 1.273590926582028604e-01
4.183149000000000228e+01 2.204755799999999866e+01 3.799846658148207723e+01 2.002733815760059599e+01 4.797649999999999864e+02 1.008731078739342479e-01
3.799705271398798345e+01 2.929478766899528352e+01 3.422087600256692497e+01 2.638344883978759015e+01 5.281099323380839223e+02 1.103471667743925327e-01
3.514654199999999662e+01 2.616745200000000082e+01 3.117100023775109818e+01 2.320756484416989096e+01 6.172122799999999643e+02 1.275397559246152779e-01
3.165309500000000043e+01 3.140788799999999981e+01 2.814019025130458829e+01 2.792219666707683245e+01 6.030830200000000332e+02 1.248358563792066195e-01
