# mass1 mass2 srcmass1 srcmass2 distance redshift
5.010486703641748107e+01 4.116678669434572413e+01 4.131731743856235539e+01 3.394682581513706765e+01 1.083405999999999949e+03 2.126844176396968100e-01
5.143581446948910241e+01 4.067325184432554863e+01 4.172602752162723050e+01 3.299516578778227682e+01 1.198746499999999969e+03 2.327033634541208762e-01
4.940513758208415140e+01 4.750785153092409274e+01 4.252798007123874413e+01 4.089479479290375963e+01 7.994201900000000478e+02 1.617090089706931244e-01
5.117407747313382060e+01 4.428333429882169270e+01 4.154524725419348385e+01 3.595105497799196570e+01 1.193306800000000067e+03 2.317673104705958720e-01
4.834845304340804972e+01 4.231127233552328448e+01 4.269797311107174664e+01 3.736635724115942736e+01 6.423808400000000347e+02 1.323360225469605578e-01
5.379893488518948885e+01 3.963298329223011507e+01 4.264889167746052578e+01 3.141888988865938970e+01 1.367911299999999983e+03 2.614380531164339216e-01
4.996064629959513326e+01 4.228855209531453596e+01 4.155341988851749591e+01 3.517236248619728656e+01 1.024540600000000040e+03 2.023233330405330710e-01
5.276633975047200664e+01 4.026871975339702914e+01 4.344259241899482760e+01 3.315328650336987693e+01 1.094479000000000042e+03 2.146222592231964432e-01
5.004714413645018567e+01 4.475437215370070732e+01 3.916911152314028755e+01 3.502675375955558934e+01 1.465600500000000011e+03 2.777196671127806216e-01
5.383072716302905292e+01 4.051046632387976132e+01 4.395644449696366252e+01 3.307954691228318467e+01 1.152024599999999964e+03 2.246378836838695270e-01
5.036093564224465524e+01 3.857819104354273776e+01 4.236396200878345297e+01 3.245223701454229825e+01 9.484003300000000536e+02 1.887683128363482066e-01
5.211816031481389899e+01 4.060967262224416885e+01 4.313813471007308209e+01 3.361257414936809340e+01 1.057682199999999966e+03 2.081690751140407858e-01
4.886283812741987020e+01 4.579666128859868479e+01 3.772164412827265778e+01 3.535458490738265169e+01 1.572859200000000101e+03 2.953528208171817826e-01
4.762608718370846361e+01 4.340078649603396599e+01 3.984412545880061174e+01 3.630922640124276057e+01 9.850224399999999605e+02 1.953101400846281310e-01
5.582378709537918127e+01 3.326888911737495391e+01 4.879311013772851879e+01 2.907886862083425683e+01 7.046354599999999664e+02 1.440915928049092409e-01
5.125788349565535640e+01 4.839385189147998290e+01 3.884919228247135692e+01 3.667849566166540853e+01 1.721563399999999774e+03 3.194066719060916770e-01
5.585391393883089250e+01 3.929009123019234551e+01 4.376783996149928413e+01 3.078821704274928450e+01 1.456068500000000085e+03 2.761405175115613786e-01
5.329497859572160934e+01 4.095573766804524496e+01 4.146627887686265268e+01 3.186570450911348118e+01 1.511287000000000717e+03 2.852606995188837202e-01
5.660284892186691508e+01 3.732331585104596172e+01 4.359300416716200743e+01 2.874476275342372844e+01 1.591784400000000005e+03 2.984388207065811760e-01
4.666717289560674686e+01 4.485785953106520196e+01 3.696813049337132639e+01 3.553485462912738058e+01 1.373421399999999949e+03 2.623622637334752650e-01
5.186586394205949091e+01 4.046481088475584187e+01 4.063080642424930744e+01 3.169942179868153076e+01 1.458332300000000032e+03 2.765157403104082090e-01
4.879194616030989096e+01 4.324357863825179038e+01 4.094231408733315902e+01 3.628656608716734411e+01 9.649189599999999700e+02 1.917241916573853566e-01
5.328762051361864138e+01 4.049248055762937071e+01 4.327212561162692595e+01 3.288185301064987698e+01 1.191485500000000002e+03 2.314537305581451376e-01
5.754740643911386400e+01 3.677221645857158450e+01 4.441570864149696263e+01 2.838119306130669983e+01 1.574706400000000031e+03 2.956543574168743471e-01
5.391831477416302221e+01 4.145579028240658914e+01 4.453295086984918782e+01 3.423973244805186766e+01 1.072378099999999904e+03 2.107509994507942852e-01
5.051345344361939027e+01 4.326353826236583444e+01 3.872309324239632389e+01 3.316538292119460607e+01 1.628956100000000106e+03 3.044787803344769506e-01
4.712098605523066652e+01 4.641405152564733072e+01 4.055947453980220274e+01 3.995097935635390485e+01 7.997788900000000467e+02 1.617750621741774197e-01
5.122056155600944294e+01 4.186140739007718992e+01 4.448662267577166318e+01 3.635791132830000549e+01 7.435797799999998006e+02 1.513699731561150286e-01
4.907627521665560977e+01 4.754807245080014155e+01 4.120095901435849584e+01 3.991798838866048271e+01 9.616728799999999637e+02 1.911440022440394348e-01
4.854310326721355295e+01 3.794201002358273200e+01 3.855641281494176553e+01 3.013626453679930250e+01 1.353485599999999977e+03 2.590150307863092749e-01
5.382599738191196082e+01 4.119841755862986332e+01 4.054307785336444425e+01 3.103167115815023180e+01 1.772988199999999779e+03 3.276248432985024994e-01
4.998817268223829302e+01 4.099979069283049427e+01 4.091400467522789342e+01 3.355725040707211093e+01 1.135587299999999914e+03 2.217863560177114057e-01
4.847311082176743469e+01 4.659864009646209837e+01 4.057501771371349264e+01 3.900596877928968098e+01 9.813392900000000054e+02 1.946540889712181921e-01
4.627094071516418694e+01 4.597517692593618932e+01 3.982400573401633181e+01 3.956945074429532383e+01 8.003794699999999693e+02 1.618856481742893261e-01
5.132794110716770319e+01 4.269452111021531948e+01 4.457399398127933665e+01 3.707659582578867941e+01 7.443972300000000359e+02 1.515221438026163880e-01
4.899124633281977026e+01 4.506278137532239469e+01 4.217866130461780472e+01 3.879647764340445093e+01 7.983794699999999693e+02 1.615173364322994853e-01
5.399344835919860230e+01 3.847696848562764416e+01 4.405552915982632101e+01 3.139497955054202905e+01 1.157448000000000093e+03 2.255771157195529675e-01
5.583857452785529318e+01 3.600849991289992147e+01 4.379530607816920451e+01 2.824218362369703428e+01 1.449131100000000060e+03 2.749899367797624672e-01
4.817392769500294492e+01 4.000773380229468046e+01 3.977046701590283817e+01 3.302878410992069291e+01 1.075501899999999978e+03 2.112990193386428683e-01
5.792474856134537475e+01 3.487220399043287244e+01 4.505603316094760658e+01 2.712490288540977801e+01 1.513445200000000114e+03 2.856158098612140428e-01
4.863436942097768423e+01 4.680487790563434203e+01 4.082864799141641043e+01 3.929278629581853721e+01 9.618880000000000337e+02 1.911824616676581490e-01
5.227222774063088906e+01 4.276744000908178833e+01 4.358680307491502504e+01 3.566130747179040128e+01 1.007287799999999947e+03 1.992673023251498032e-01
5.115325179942887246e+01 4.464797397400285206e+01 4.105241653555717818e+01 3.583168538798437908e+01 1.276782200000000103e+03 2.460472760506789147e-01
5.721424699084010257e+01 3.851929788513855613e+01 4.367907107508656850e+01 2.940678657112732353e+01 1.662329400000000533e+03 3.098778335392222139e-01
4.842434335656859901e+01 4.710611210532245252e+01 3.989368741589805012e+01 3.880768186922813356e+01 1.089976599999999962e+03 2.138347315889129185e-01
5.172702027722207418e+01 3.828233884198057524e+01 4.103096886107149999e+01 3.036636258064096339e+01 1.363409300000000030e+03 2.606823994911452447e-01
5.201605607676339815e+01 4.014915060438102756e+01 4.096460764509496499e+01 3.161897163762505514e+01 1.417801699999999983e+03 2.697804047683028950e-01
5.555488307318688612e+01 3.992692629773116408e+01 4.379693857111301725e+01 3.147656950499592554e+01 1.409912100000000009e+03 2.684649860396637333e-01
5.099215573555350289e+01 4.035857668143393084e+01 4.112448166345159706e+01 3.254864444849145144e+01 1.240991199999999935e+03 2.399464667507666127e-01
4.804372386713858845e+01 3.996613707294002182e+01 3.977677627262072235e+01 3.308911060323912778e+01 1.055774899999999889e+03 2.078335242116690629e-01
5.428494020999012548e+01 3.700019331439693815e+01 4.593517273914655163e+01 3.130905670530438201e+01 9.094971699999998691e+02 1.817728545021403963e-01
5.436411391158216588e+01 3.772662574540260039e+01 4.214585879054612860e+01 2.924762176562891014e+01 1.539555299999999988e+03 2.899040492153110993e-01
6.059458717732096744e+01 3.795165198369289783e+01 4.643087042188833635e+01 2.908062118477418423e+01 1.632477799999999888e+03 3.050495635066881039e-01
6.513281866196342662e+01 2.731473987320615748e+01 5.123142119682014339e+01 2.148491301425919886e+01 1.427197799999999916e+03 2.713451460137537019e-01
4.897918875000107164e+01 4.478950877062669633e+01 4.304553772002788037e+01 3.936342227080044864e+01 6.714599699999999984e+02 1.378459032981816657e-01
5.695438971094039715e+01 3.767088010279517363e+01 5.014412192765328768e+01 3.316641991220767238e+01 6.607151199999999562e+02 1.358138805005459915e-01
5.188385824274519109e+01 3.997605380199376413e+01 4.507748600311821718e+01 3.473180420176726813e+01 7.415537600000000111e+02 1.509927203827681474e-01
4.992868595501514761e+01 4.744897314554030032e+01 3.989729790004738419e+01 3.791579490685187181e+01 1.308519199999999955e+03 2.514302617710822418e-01
5.196785994218087268e+01 4.475186772948053004e+01 4.102105367143978754e+01 3.532507919453793477e+01 1.400286800000000085e+03 2.668582420729630478e-01
5.912448653550642064e+01 3.720078728450587136e+01 4.575928604854939152e+01 2.879147991518980376e+01 1.552815100000000029e+03 2.920762459618994056e-01
5.735948597957519013e+01 3.628725541133849930e+01 4.751056331764917218e+01 3.005654455233445432e+01 1.052741500000000087e+03 2.072996397891025688e-01
5.605374027557541439e+01 4.011190076718313691e+01 4.431712925943512005e+01 3.171321454021636299e+01 1.388169000000000096e+03 2.648323845038217939e-01
5.314749370671360396e+01 4.283177128275995216e+01 4.233837666566277846e+01 3.412066194191837099e+01 1.331442999999999984e+03 2.553030581783553021e-01
4.809655830848310387e+01 4.248188453962030309e+01 4.128839015898164888e+01 3.646848517332034589e+01 8.167386999999999944e+02 1.648930395030294982e-01
4.684435974777987610e+01 3.964351672122096204e+01 3.630693013940077662e+01 3.072588460654009168e+01 1.541555200000000013e+03 2.902319080109651006e-01
5.335778601585514735e+01 3.896010013473600964e+01 4.301552246362511056e+01 3.140851949953159306e+01 1.243826600000000099e+03 2.404309644495353504e-01
5.209345157336102261e+01 3.465170715870974050e+01 4.437554446895117621e+01 2.951788229622173887e+01 8.661607900000000200e+02 1.739225331603521940e-01
4.829832649133945921e+01 4.084284934359347830e+01 4.087645803525867905e+01 3.456664316377829493e+01 9.083635699999999815e+02 1.815682868040797426e-01
4.650159378450751291e+01 4.275725826124336493e+01 3.877246806316112071e+01 3.565048626257419073e+01 1.007729900000000043e+03 1.993457241039051364e-01
5.496276253257615707e+01 3.768154858888720327e+01 4.342839072991210259e+01 2.977377664480467701e+01 1.392729399999999941e+03 2.655951926562993282e-01
6.084281634481427403e+01 3.846869924928274287e+01 4.660955326202838478e+01 2.946952482309304244e+01 1.634469299999999976e+03 3.053722270790646953e-01
5.059356377112515446e+01 4.400821584861387237e+01 4.247832108532047357e+01 3.694926753265034591e+01 9.611154500000000098e+02 1.910443369337664898e-01
5.630168817667590986e+01 3.957731605009870890e+01 4.316103565265785846e+01 3.034008400803998384e+01 1.628817900000000009e+03 3.044563765746627904e-01
5.307045223472808715e+01 4.220512738978322886e+01 4.307169107848985590e+01 3.425345238854959717e+01 1.195485400000000027e+03 2.321422936010896221e-01
4.861918344830029071e+01 4.086701219563541798e+01 3.787381150874466584e+01 3.183495499197190881e+01 1.501900600000000395e+03 2.837150926062626533e-01
4.716900324578105597e+01 3.861486654412860275e+01 3.895817089317377224e+01 3.189307524699105656e+01 1.072430599999999913e+03 2.107602118980893835e-01
4.322208333974757011e+01 4.207873351877454837e+01 3.533213317809062204e+01 3.439749548776403998e+01 1.144353699999999890e+03 2.233080613018147698e-01
4.859864441061739626e+01 4.203894277563149728e+01 4.090936986442598311e+01 3.538754382091414641e+01 9.438845499999999902e+02 1.879587627889097445e-01
5.505986024885186225e+01 3.937086942896659991e+01 4.525393548488430184e+01 3.235908658448531128e+01 1.106297100000000000e+03 2.166866739632607730e-01
4.556638130939595754e+01 4.289589175178713987e+01 3.620297791163610412e+01 3.408124536037399110e+01 1.351233300000000099e+03 2.586362762923526404e-01
4.793557925383588270e+01 4.277925716336790884e+01 3.856222550703097340e+01 3.441417392750197735e+01 1.259297100000000000e+03 2.430708711325773319e-01
5.115497630211569913e+01 3.447822449605681783e+01 4.221739509217722031e+01 2.845433486334373896e+01 1.077809999999999945e+03 2.117037583778965670e-01
5.064565349483500256e+01 4.271331074009252404e+01 3.944100331272588988e+01 3.326358165304917947e+01 1.504154099999999971e+03 2.840863375930872126e-01
5.548420054148670744e+01 3.603878401428952571e+01 5.018294996418678977e+01 3.259545018778720760e+01 5.040144300000000044e+02 1.056384804217999906e-01
5.711540400725286304e+01 3.338226517508628177e+01 4.589684577475412652e+01 2.682534953544791279e+01 1.267274799999999914e+03 2.444298304845511083e-01
4.866263755936887492e+01 4.673278652306988334e+01 3.795210011879941447e+01 3.644700496947397284e+01 1.492783400000000029e+03 2.822119831851950811e-01
4.634581015227971790e+01 4.527300725129341430e+01 4.071284833546112480e+01 3.977043602983548709e+01 6.741733600000000024e+02 1.383583327406804342e-01
4.977646477038147310e+01 4.559585596954195807e+01 4.137363077434068259e+01 3.789875633848452452e+01 1.028912700000000086e+03 2.030963644904980603e-01
