# mass1 mass2 srcmass1 srcmass2 distance redshift
1.296460457168976355e+01 9.900333672743036217e+00 1.075185072520910978e+01 8.210578979904857633e+00 1.044241164620671952e+03 2.058021361189998621e-01
2.887615184752491260e+01 5.107368789818757193e+00 2.511371080750513229e+01 4.441900134479997320e+00 7.352406014562430983e+02 1.498162126998527910e-01
1.526222762147524037e+01 8.346768930060417091e+00 1.310140264907977503e+01 7.165034049006023587e+00 8.169444899999999734e+02 1.649308116293365101e-01
1.478742328385654403e+01 8.468455333431640142e+00 1.296274119557253712e+01 7.423497164200418830e+00 6.869299323112985576e+02 1.407635978188958858e-01
2.241494319285177284e+01 6.159501156833614210e+00 1.978270736299105437e+01 5.436177457121697643e+00 6.461779999999999973e+02 1.330574112815839927e-01
1.216671237159533625e+01 1.002873151158785880e+01 1.103703864925145695e+01 9.097568341861565600e+00 4.872808459484975288e+02 1.023529733150380094e-01
1.278552642567327524e+01 9.739177394700565316e+00 1.095463654927596941e+01 8.344525293353415307e+00 8.289606751523291450e+02 1.671337856040796543e-01
1.539080905947321831e+01 8.799937182622658227e+00 1.309968075902914109e+01 7.489948536585425032e+00 8.715356699999999819e+02 1.748995523318295775e-01
1.270313063426346645e+01 9.959916423209548952e+00 1.102397216633028521e+01 8.643368677346840556e+00 7.486791200000000117e+02 1.523188232515420293e-01
2.637487803067303460e+01 5.527726362514943759e+00 2.242973118168039193e+01 4.700890605556832469e+00 8.769852700000000141e+02 1.758891721455344004e-01
1.201745352076633289e+01 1.055394068145820796e+01 1.000587171909728745e+01 8.787333889592527925e+00 1.017290200000000027e+03 2.010401350468768167e-01
1.200785807180941944e+01 1.043251071680587927e+01 1.027794715416654370e+01 8.929552064271664591e+00 8.354032700000000204e+02 1.683128830781730756e-01
1.211964199107975659e+01 1.077310486756872621e+01 1.126173266847436594e+01 1.001051244890691905e+01 3.563288299999999822e+02 7.617915891459454969e-02
1.359425345452578782e+01 9.490142425915529145e+00 1.158339298188569266e+01 8.086361604273932358e+00 8.643797517894465727e+02 1.735985713153921084e-01
2.416333443606210452e+01 5.961202417095461392e+00 2.069438211049009979e+01 5.105396400640770160e+00 8.316586499999999660e+02 1.676277313838509531e-01
1.227300905181872004e+01 1.036179474451511950e+01 1.087683325592679395e+01 9.183038421333858281e+00 6.215192476185392252e+02 1.283623425164810150e-01
1.469189366726542900e+01 8.932908698473930542e+00 1.292857379818383023e+01 7.860781731491686131e+00 6.637556700000000092e+02 1.363893571407933936e-01
1.289954428572395706e+01 9.950730615757086284e+00 1.185892653327284307e+01 9.147996294353539781e+00 4.136987068038667985e+02 8.774974273863907215e-02
2.378148437830946449e+01 6.092611901841364030e+00 2.137934294396578494e+01 5.477203912164441135e+00 5.384407156654330038e+02 1.123580570572057652e-01
3.359179251006036537e+01 4.643903741653327977e+00 2.867494071208186668e+01 3.964172630104311867e+00 8.526843495073684380e+02 1.714685950826337624e-01
1.808524168005078891e+01 7.136580444176797933e+00 1.517535365596799046e+01 5.988315448065602453e+00 9.650685499999999593e+02 1.917509199489679794e-01
2.105083647855819606e+01 6.545047127707993795e+00 1.775004862938555661e+01 5.518778549098023234e+00 9.327470100000000457e+02 1.859593693567758443e-01
1.835263881073630898e+01 7.275490466988553173e+00 1.600012410837805987e+01 6.342888977526167871e+00 7.203268615334206970e+02 1.470310284109868915e-01
1.268322681063035873e+01 1.039929791966235406e+01 1.010943244134704777e+01 8.288978926731219943e+00 1.327236512847288168e+03 2.545933596387296993e-01
1.904535410161893694e+01 6.893342964390129168e+00 1.632951252249926100e+01 5.910361637714170335e+00 8.244909699999999475e+02 1.663149206308340844e-01
1.327783008658808583e+01 9.676760455436308916e+00 1.180354499993071826e+01 8.602315042776909948e+00 6.034275673841221987e+02 1.249018906325194828e-01
1.248675917482516162e+01 1.038564289362646953e+01 1.024392921972279957e+01 8.520208423505236439e+00 1.119235799999999927e+03 2.189423518062002250e-01
1.778419371012022765e+01 7.481717226899098350e+00 1.488604108883740906e+01 6.262479585526834924e+00 9.815367971537765470e+02 1.946892799762626469e-01
1.287330263939367825e+01 1.005512983743942712e+01 1.080506352433161688e+01 8.439661498088760538e+00 9.631825700000000552e+02 1.914138783547779943e-01
1.766112916285280221e+01 7.632970311008868691e+00 1.485052663930600580e+01 6.418254908587003094e+00 9.511417099999999891e+02 1.892594513185654470e-01
1.411796363791024156e+01 9.037800207772759720e+00 1.161209675039465417e+01 7.433636543841439348e+00 1.101206794129411492e+03 2.157979683927815084e-01
1.416615979879415654e+01 9.063818548047315460e+00 1.185378280242659699e+01 7.584309223894535101e+00 9.837022200070745157e+02 1.950750266736952510e-01
1.499875071306719931e+01 8.805457098680816941e+00 1.365447959833596592e+01 8.016263261393477890e+00 4.674827700000000164e+02 9.844909174678875829e-02
2.132388754540035336e+01 6.615571816834807883e+00 1.749461315273498130e+01 5.427568939915272672e+00 1.118895335723307653e+03 2.188830561290079635e-01
1.278496589717598475e+01 9.654761752726516377e+00 1.069341290515279930e+01 8.075293649831802867e+00 9.866092200000000503e+02 1.955926522780518928e-01
1.659203691105386369e+01 8.369611557680217473e+00 1.483268885751276933e+01 7.482134035671470507e+00 5.707287999999999784e+02 1.186128874165646024e-01
1.209832607802949411e+01 1.055754467393114204e+01 1.024346264573725307e+01 8.938907233993987234e+00 9.056463700000000472e+02 1.810777757913853425e-01
1.134155386091859974e+01 1.096498510179717023e+01 9.685814288167600594e+00 9.364220341491190425e+00 8.498121253882549127e+02 1.709447985982641416e-01
1.154937359295394650e+01 1.074129977762716059e+01 1.022769307357853386e+01 9.512093141041923161e+00 6.260438116237459099e+02 1.292256728733623405e-01
3.695118302310527270e+01 4.261217467940683790e+00 3.263376947869841871e+01 3.763332515238454690e+00 6.421857999999999720e+02 1.322989533043380239e-01
1.224022317779598090e+01 1.022897820579751382e+01 1.074133940576540525e+01 8.976382626908316453e+00 6.804546681387664648e+02 1.395434698978091359e-01
1.153483846554375880e+01 1.075792762835156680e+01 1.060240258656395973e+01 9.888294496157531199e+00 4.146775200000000154e+02 8.794571526282550511e-02
1.725692244571814982e+01 7.308053890949878451e+00 1.581192024599923052e+01 6.696116624539598661e+00 4.319034485711035813e+02 9.138688895705339432e-02
1.968077961746335802e+01 6.925803090162715669e+00 1.722434148416396482e+01 6.061365443632571015e+00 6.967683267686758199e+02 1.426143423571716307e-01
2.950816760519761317e+01 5.143391222685465891e+00 2.569455017968597943e+01 4.478662505691128892e+00 7.277655153849843828e+02 1.484212566027586777e-01
1.145267814198804324e+01 1.082021437286740273e+01 1.008237526211485857e+01 9.525585227425301227e+00 6.612266390553976407e+02 1.359107198699675556e-01
1.231554071383202853e+01 1.045800408145420946e+01 1.082157835586738770e+01 9.189374079721078559e+00 6.725617773822417576e+02 1.380540165986623713e-01
1.190272335675424742e+01 1.083693956829712413e+01 1.073276698020301545e+01 9.771742455819921958e+00 5.212429991293273588e+02 1.090078987747763045e-01
1.391134485347134664e+01 9.272965041106651540e+00 1.190516121789539028e+01 7.935691692290634869e+00 8.365017100000000028e+02 1.685137730483091956e-01
1.179479529785164438e+01 1.077436328383515196e+01 1.032152417945277634e+01 9.428552878112995472e+00 6.974250500000000557e+02 1.427377481062081233e-01
1.203279063892079925e+01 1.068486759140682274e+01 1.089591085066001064e+01 9.675342006741399103e+00 4.973934887441989190e+02 1.043400413093433926e-01
