# mass1 mass2 srcmass1 srcmass2 distance redshift
7.500967007278158860e+01 7.482708924344336765e+01 5.143677483568940545e+01 5.131157272509658185e+01 2.630176511568751266e+03 4.582887498758209666e-01
8.213256433464738393e+01 6.990505501567790247e+01 4.606808797954872148e+01 3.920968803014628890e+01 5.026337516775700351e+03 7.828515993784889160e-01
1.037331918837498250e+02 5.826869924878578644e+01 5.877925808805076002e+01 3.301730959399819909e+01 4.884677607209661801e+03 7.647924668997779785e-01
8.191338543028568608e+01 7.262190036239235269e+01 3.895017016693840617e+01 3.453202870450282091e+01 7.664961778802235131e+03 1.103030232710387804e+00
8.179462345466487250e+01 6.602843012309881487e+01 6.211033866610176091e+01 5.013835852927095971e+01 1.706092425430860203e+03 3.169244478666203846e-01
7.480118363995089226e+01 5.858968546598546112e+01 5.416461447745948021e+01 4.242563514631032717e+01 2.114363595864938816e+03 3.809972499865070805e-01
8.035299653153950317e+01 5.687585249715815650e+01 4.441485884377305382e+01 3.143794344108871641e+01 5.234123961266470360e+03 8.091467275439726548e-01
7.431184015492490857e+01 5.951454568710593662e+01 4.189759404992136638e+01 3.355476422149410354e+01 4.954082594799158869e+03 7.736541164244816748e-01
7.724660739622500216e+01 7.516154190573755045e+01 4.736062348191356364e+01 4.608225016613046421e+01 3.863842940566177276e+03 6.310302043579414377e-01
8.159577215483957957e+01 5.820492197983287497e+01 4.254817104321944754e+01 3.035099626553734353e+01 6.110168655423916789e+03 9.177268999872283395e-01
6.917887330772217069e+01 5.811083606963425296e+01 3.903112257317927458e+01 3.278647160636307945e+01 4.944270038668546476e+03 7.724028607688395720e-01
8.274059116207577347e+01 7.262927280671209473e+01 4.811876032368274281e+01 4.223840465224288465e+01 4.533330532985627542e+03 7.195079550158964832e-01
1.045951632968743183e+02 5.304533830579036646e+01 6.469473343958341616e+01 3.280987297821049964e+01 3.758016634511064240e+03 6.167492736414591503e-01
9.967337348010983078e+01 5.762493770542416627e+01 5.772380289725737157e+01 3.337230826985523890e+01 4.588977857684033552e+03 7.267291563849063163e-01
7.914492518506909846e+01 6.402916015489800827e+01 4.592916908217959104e+01 3.715722917252890056e+01 4.561726784875229896e+03 7.231952322816381784e-01
7.752340224901426780e+01 6.979476103443761303e+01 4.210170923597166848e+01 3.790440886259453634e+01 5.490873275944402849e+03 8.413362225868569189e-01
8.922432957415198018e+01 6.986646685297421300e+01 4.701967620870821918e+01 3.681841785701661252e+01 5.945645467590107728e+03 8.975955763308148816e-01
6.822960620333097381e+01 6.609683379981952100e+01 3.804388228298130770e+01 3.685467796581466615e+01 5.109832021807383171e+03 7.934448880852800201e-01
8.042159239310487351e+01 7.869627798382468598e+01 4.091979496765968349e+01 4.004192734801096520e+01 6.502934949567650619e+03 9.653469050044071187e-01
8.191131253759965603e+01 4.931323408538086284e+01 4.960209967527102748e+01 2.986205295257881787e+01 4.015652623691690223e+03 6.513678468017813916e-01
7.551715616823692301e+01 7.289015086653537878e+01 3.956722282879043462e+01 3.819080309294558617e+01 6.035290309277822416e+03 9.085786357815367476e-01
7.368118308277749406e+01 6.735592751502136366e+01 4.902654234911513953e+01 4.481779600456767554e+01 2.938504099250191302e+03 5.028835310901206279e-01
7.719397331337547996e+01 7.456534234860265542e+01 4.125793130597998015e+01 3.985300458543018465e+01 5.729800374723725326e+03 8.710093034205734774e-01
7.632086175116573656e+01 7.596553841604584534e+01 3.627979686202419884e+01 3.611089077104587375e+01 7.670480735359736173e+03 1.103673899868343522e+00
8.792418658724916725e+01 4.995264816028441857e+01 5.741585122729710378e+01 3.261985042459678397e+01 3.139222145842354166e+03 5.313573639999880083e-01
7.955915969566538593e+01 6.758669584704456668e+01 4.401332587561644516e+01 3.738997848332247287e+01 5.221973538435105183e+03 8.076152645338141589e-01
7.491731246034964897e+01 6.937301121014552052e+01 3.910015666779676025e+01 3.620652580495479356e+01 6.096315422767286691e+03 9.160361196724363664e-01
8.658256768547076376e+01 6.705426731417577457e+01 4.855376152576856441e+01 3.760268367513391041e+01 5.029322023232629363e+03 7.832308963234387855e-01
8.026500904524233704e+01 7.127925217556325777e+01 4.824790081775850581e+01 4.284649475828374676e+01 4.107539502063174041e+03 6.635958805424206908e-01
6.935774164059262148e+01 6.221782593422447150e+01 4.618135520929715909e+01 4.142729350543037725e+01 2.931315320394979608e+03 5.018559183951716296e-01
8.121577760016117509e+01 5.212273312621653787e+01 5.755004302624322321e+01 3.693451719229985741e+01 2.313143750477242065e+03 4.112201021835242831e-01
7.228384049758092544e+01 7.119306884639748034e+01 3.946762577661727533e+01 3.887205466362291872e+01 5.411918330362927918e+03 8.314717208149298155e-01
8.015156468791839472e+01 7.100347957029612189e+01 4.790170450633949173e+01 4.243445166094073784e+01 4.180409486038872274e+03 6.732507854143443549e-01
8.143620601780645529e+01 6.948460431453294461e+01 4.671721001894928804e+01 3.986097844656273281e+01 4.716242135930954646e+03 7.431735753221255791e-01
7.566955649118438032e+01 6.737013112980798724e+01 4.684433069087484824e+01 4.170645167848969237e+01 3.747614129180858981e+03 6.153407546908254977e-01
9.706343321982954819e+01 6.569813666395633334e+01 5.174162265414658179e+01 3.502171810313130607e+01 5.769589287966137817e+03 8.759255748244467732e-01
8.668061301107468353e+01 6.825398813961852795e+01 4.500923802643308846e+01 3.544114296973109646e+01 6.176735740634881950e+03 9.258404899049562653e-01
7.721232895239232619e+01 6.008086487578139412e+01 5.671893679431009616e+01 4.413443842029513320e+01 1.987006216660700829e+03 3.613148150572894624e-01
6.126116059922380686e+01 5.541011585629436098e+01 3.436254215376182941e+01 3.108058063596115161e+01 5.025844628944197211e+03 7.827889544696348123e-01
6.858332466051018628e+01 6.833067419946530663e+01 3.721911337122181607e+01 3.708200385955161948e+01 5.501735378476897495e+03 8.426909845074248562e-01
9.791536366774307965e+01 4.852102729079496868e+01 6.237375984665492012e+01 3.090872351777880311e+01 3.414876389175004078e+03 5.698166008986268460e-01
9.116132910368712317e+01 4.350697115627392009e+01 5.433790286126498614e+01 2.593289935240590793e+01 4.213892354529239128e+03 6.776747777042364529e-01
8.074135666691670110e+01 7.131300033728055610e+01 4.793523782570069613e+01 4.233772842502273193e+01 4.264782934352218035e+03 6.843841885275229187e-01
1.049071276393592456e+02 4.362232326855616549e+01 5.960502709084126138e+01 2.478487228366561013e+01 4.847528666674346823e+03 7.600382511272942843e-01
8.078805211521746799e+01 6.076068133216444522e+01 4.110403767960811905e+01 3.091434029569219888e+01 6.503815099075915896e+03 9.654529500223952843e-01
7.493612601509610727e+01 7.388182910881540977e+01 5.343578846947099947e+01 5.268398570805410941e+01 2.254461796439971749e+03 4.023583849222830966e-01
8.547112413288240873e+01 6.836159681588672754e+01 4.393325421217805626e+01 3.513873769336944264e+01 6.338443983843347269e+03 9.454767388751794677e-01
8.338322612384891386e+01 4.527980714884345304e+01 5.236885363746544897e+01 2.843799290985011652e+01 3.577840507992699258e+03 5.922293564240888042e-01
7.654817272674668516e+01 6.555849118886531812e+01 5.148932106772879536e+01 4.409722768418090055e+01 2.825609652458088931e+03 4.866805609274902911e-01
7.716744077402429980e+01 4.680407066800420068e+01 4.149319912154629719e+01 2.516671026597198946e+01 5.638981531519801138e+03 8.597611755116112420e-01
9.069500163002591364e+01 7.570179440531177306e+01 5.250906607801191228e+01 4.382855122345127796e+01 4.592808646859381042e+03 7.272255708239363514e-01
7.145461042021186415e+01 6.279085669674807235e+01 4.898193983494650894e+01 4.304296037467280911e+01 2.633634345396973913e+03 4.587950305968094833e-01
7.993819431617914972e+01 6.215438647276299378e+01 5.086456285366906371e+01 3.954875043675119173e+01 3.427703323562780497e+03 5.715891345837621484e-01
1.078975243789768967e+02 4.259518603614057497e+01 6.245947322005347502e+01 2.465740429949932278e+01 4.594776469795914636e+03 7.274805376414047453e-01
8.152542045043185226e+01 6.538419487161678489e+01 5.039259044276701616e+01 4.041535677327498632e+01 3.765823003793657790e+03 6.178057078257109813e-01
8.124873662713456213e+01 5.134287009772484822e+01 6.041191865220382340e+01 3.817562488323717673e+01 1.882171768954653089e+03 3.449123689464315135e-01
7.862797412388401597e+01 6.458754936155665405e+01 4.358355024865748106e+01 3.580093134031262991e+01 5.193904897245951361e+03 8.040745573797311030e-01
8.475716367530625917e+01 5.695648859176579037e+01 5.251182011953375905e+01 3.528774151797706082e+01 3.738151625380275618e+03 6.140587677664142152e-01
8.825999595608124082e+01 6.880993678889358023e+01 5.140520237322180463e+01 4.007691919317334595e+01 4.513628991675447651e+03 7.169467657238128844e-01
1.013859737713467837e+02 4.924732042235324769e+01 6.992937130817826130e+01 3.396756008394575588e+01 2.572578798788683798e+03 4.498339091958869496e-01
