# mass1 mass2 srcmass1 srcmass2 distance redshift
3.389653497082661460e+01 1.290700446748806662e+01 2.707623786604459681e+01 1.030999550250739816e+01 1.311250399999999900e+03 2.518923470285775457e-01
2.733924187093645486e+01 1.697445811428243090e+01 2.006837052603745164e+01 1.246010099783555169e+01 1.993373100000000022e+03 3.623050180115772179e-01
2.789208718070780790e+01 1.641234951125955632e+01 2.189285342090658659e+01 1.288226154660883083e+01 1.443330300000000079e+03 2.740270372464216342e-01
3.953799449045881431e+01 1.178062256546062159e+01 3.218882630277650492e+01 9.590886396367162448e+00 1.173279299999999921e+03 2.283142640416309099e-01
2.687263607173817448e+01 1.752339365200468890e+01 2.052451768572301916e+01 1.338384526044724687e+01 1.658716400000000021e+03 3.092944001520166464e-01
2.299670114011420097e+01 2.033893775047021180e+01 1.691000218119044263e+01 1.495568775834601993e+01 1.978216300000000047e+03 3.599466690604093966e-01
2.264225477014955246e+01 2.031470571534761760e+01 1.850320831031796587e+01 1.660113956978504390e+01 1.146575800000000072e+03 2.236934476667770955e-01
3.117776794493698134e+01 1.341906524272076418e+01 2.484857446564018701e+01 1.069494912310358714e+01 1.327930800000000090e+03 2.547105262737949793e-01
3.196381057162143691e+01 1.514658926221125590e+01 2.495592068470665126e+01 1.182578276844038889e+01 1.484293799999999919e+03 2.808107132352492541e-01
3.022593117927321771e+01 1.506954553364703031e+01 2.456634313843312611e+01 1.224788160616452615e+01 1.185251600000000053e+03 2.303797520431878909e-01
3.193951996357770540e+01 1.375890914753070504e+01 2.419321261160673586e+01 1.042195420249216653e+01 1.726421299999999974e+03 3.201851476415606967e-01
2.877317740213524999e+01 1.571673267941064012e+01 2.133868265964632727e+01 1.165579895488179751e+01 1.904391499999999951e+03 3.484045787207063483e-01
2.768999285820816425e+01 1.591248735279631710e+01 2.139706048247918702e+01 1.229615536767966510e+01 1.565205400000000054e+03 2.941026586750967176e-01
3.593999019225127256e+01 1.243061462351921165e+01 2.859621790497217830e+01 9.890613841723549626e+00 1.340378600000000006e+03 2.568092155292392986e-01
2.268180664188038875e+01 2.081346235729083105e+01 1.868367207455425572e+01 1.714466186752848031e+01 1.090868799999999965e+03 2.139908338881245931e-01
3.146005995058025917e+01 1.434591268421056931e+01 2.427673101009439094e+01 1.107028606671353543e+01 1.576172199999999975e+03 2.958935837571790572e-01
3.375517965171942336e+01 1.411605504650748699e+01 2.750235318788066508e+01 1.150118990668262420e+01 1.167732700000000023e+03 2.273560528120249780e-01
2.505864368398037811e+01 1.935386632115164574e+01 1.854820873842135143e+01 1.432557791025673133e+01 1.920945300000000088e+03 3.510007374498165800e-01
2.962800534177140577e+01 1.485625979756304815e+01 2.354089814646189183e+01 1.180402442545592478e+01 1.350873900000000049e+03 2.585758265227607877e-01
2.621538447764216428e+01 1.688153936853073134e+01 1.967364909872850021e+01 1.266895330358762095e+01 1.803720000000000027e+03 3.325125575883354223e-01
2.476839597580263330e+01 1.936114653290420407e+01 1.892582014957770298e+01 1.479407780501178316e+01 1.655094399999999951e+03 3.087092543440078107e-01
3.498560379705660495e+01 1.338342291683005314e+01 2.823163315377179217e+01 1.079975318766733494e+01 1.236824699999999893e+03 2.392341458426210932e-01
3.406500117553972018e+01 1.374027700017479781e+01 2.655805367059587851e+01 1.071231473438264992e+01 1.495510700000000043e+03 2.826618094102003598e-01
2.529380446178333841e+01 1.823267903901349385e+01 1.912322809618918384e+01 1.378470686742549667e+01 1.741973799999999983e+03 3.226744111693049533e-01
2.652033414557006807e+01 1.854428124118135912e+01 2.151620521080188553e+01 1.504515585972475655e+01 1.197999600000000100e+03 2.325748841740890860e-01
3.124164231058695407e+01 1.403853898355141538e+01 2.509326626547385786e+01 1.127574514778675940e+01 1.270747900000000072e+03 2.450209542299691123e-01
3.438400077940676169e+01 1.376810024032431201e+01 2.833186613085026195e+01 1.134469416132109210e+01 1.088725599999999986e+03 2.136158141015072898e-01
2.691150180785584212e+01 1.668986170726421392e+01 2.058830444286358130e+01 1.276836782992691610e+01 1.645300400000000081e+03 3.071256976280063999e-01
2.953491432442716302e+01 1.564736017975767801e+01 2.347745745620916225e+01 1.243816822649162290e+01 1.347520299999999907e+03 2.580116215529958401e-01
2.946605837664070648e+01 1.521195625434577536e+01 2.379954595718210442e+01 1.228659929150728480e+01 1.230157099999999900e+03 2.380932993281995869e-01
3.326283341776424862e+01 1.457005970075345758e+01 2.687854518038485097e+01 1.177356129073652191e+01 1.226829899999999952e+03 2.375235785468947092e-01
2.600048942557090470e+01 1.671250969081620141e+01 1.976072006912397327e+01 1.270173111925907961e+01 1.698883800000000065e+03 3.157662946805536719e-01
2.904920735495898043e+01 1.856622335236749066e+01 1.987933469639110129e+01 1.270548154928088103e+01 2.650597800000000007e+03 4.612766372021786521e-01
